1 10192.1 0 0 0 0 0 0 0 -1 -1
2 10599.6 0.0303322 0.0793651 0 0 0 0 0 -1 -1
3 10464.2 0.0360892 0.0545455 0 0 0 0 0 -1 -1
4 10932.1 0.0641661 0.0441176 0 0 0 0 0 -1 -1
5 10562.4 0.0827127 0.0971564 0.195122 0.125 0 0 0 -1 -1
6 10867.8 0.102589 0.106349 0.0298507 0.5 0 0 0 -1 -1
7 11133.6 0.116349 0.106007 0.111111 0.1 0 0 0 -1 -1
8 11044.1 0.125954 0.125962 0.145038 0.157895 0.333333 0 0 -1 -1
9 11142.6 0.147426 0.145336 0.159204 0.1875 0 0 0 -1 -1
10 11568.9 0.165076 0.173469 0.183007 0.160714 0.111111 0 0 -1 -1
11 11568 0.186774 0.208238 0.206593 0.191489 0.0555556 0 0 -1 -1
12 11711.8 0.198928 0.208451 0.218569 0.178571 0.3 0.333333 0 -1 -1
13 11645.4 0.22788 0.227302 0.208215 0.22449 0.0909091 0.333333 0 -1 -1
14 12093.3 0.224893 0.23127 0.262821 0.258537 0.264151 0.357143 0.2 -1 -1
15 11995.4 0.244115 0.256676 0.253535 0.239044 0.1 0.166667 0 -1 -1
16 12117.7 0.260002 0.260105 0.282074 0.258567 0.337349 0.357143 0.5 -1 -1
17 12480.9 0.277645 0.271711 0.294853 0.281796 0.292035 0.242424 0.5 -1 -1
18 12563.6 0.285959 0.316536 0.314943 0.308958 0.284024 0.354167 0.176471 -1 -1
19 12933.8 0.29856 0.297311 0.317434 0.28152 0.300613 0.326531 0.3125 -1 -1
20 12438.3 0.318317 0.325325 0.346654 0.344504 0.414062 0.292453 0.290323 -1 -1
21 12731.5 0.331687 0.334381 0.350511 0.352392 0.281457 0.352941 0.2 -1 -1
22 13225.2 0.342365 0.349846 0.350211 0.356426 0.371831 0.295455 0.307692 -1 -1
23 12749 0.355386 0.363701 0.370346 0.368007 0.380048 0.3625 0.258621 -1 -1
24 13298.2 0.360003 0.377344 0.389712 0.401939 0.378479 0.328431 0.358209 -1 -1
25 13358.9 0.385273 0.386742 0.398792 0.382186 0.40894 0.465587 0.356522 -1 -1
26 13595.3 0.395525 0.397557 0.411506 0.402583 0.396095 0.429577 0.409836 -1 -1
27 13732.3 0.403103 0.40583 0.408253 0.425346 0.408926 0.410029 0.503597 -1 -1
28 13761.3 0.415889 0.424576 0.421394 0.430644 0.438356 0.444712 0.416216 -1 -1
29 14028.3 0.422902 0.431488 0.445434 0.431765 0.4505 0.465726 0.450216 -1 -1
30 13862.7 0.444049 0.436703 0.439908 0.446848 0.45409 0.461397 0.446215 -1 -1
31 14175.8 0.44224 0.448751 0.462932 0.468812 0.453258 0.43125 0.485507 -1 -1
32 14230.9 0.460642 0.463974 0.472307 0.468915 0.461827 0.457995 0.464497 -1 -1
33 14303.1 0.46614 0.477366 0.475872 0.474581 0.474644 0.4994 0.490385 -1 -1
34 14819 0.48082 0.474888 0.488199 0.463804 0.476972 0.449501 0.476543 -1 -1
35 14688 0.486233 0.481101 0.491273 0.500589 0.489652 0.466346 0.478351 -1 -1
36 14833.9 0.499593 0.500236 0.507245 0.5 0.495649 0.489967 0.505119 -1 -1
37 15154.3 0.504747 0.510309 0.50309 0.520281 0.504501 0.519374 0.480631 -1 -1
38 15041.8 0.511264 0.517637 0.50912 0.509145 0.529753 0.537354 0.523627 -1 -1
39 15422.8 0.516652 0.516098 0.524643 0.526271 0.510085 0.523931 0.535932 -1 -1
40 15406.8 0.531353 0.532373 0.535942 0.530414 0.526393 0.525785 0.537313 -1 -1
41 15320.6 0.534717 0.535904 0.541585 0.535693 0.539474 0.554229 0.54358 -1 -1
42 16270.1 0.545916 0.546182 0.551919 0.559048 0.549412 0.5497 0.558846 -1 -1
43 16082.2 0.540298 0.552903 0.560228 0.548528 0.559672 0.544198 0.585065 -1 -1
44 16247.1 0.559971 0.560829 0.566901 0.56573 0.565581 0.558965 0.578425 -1 -1
45 16607.8 0.556906 0.563494 0.56491 0.569917 0.558906 0.550751 0.55159 -1 -1
46 16797.7 0.56922 0.576847 0.576104 0.57953 0.578843 0.592962 0.599369 -1 -1
47 16439.8 0.572136 0.578984 0.585246 0.587867 0.587568 0.588707 0.588087 -1 -1
48 16726 0.578366 0.591281 0.585506 0.594498 0.597022 0.593547 0.600091 -1 -1
49 17336.4 0.584312 0.599385 0.597307 0.604037 0.598082 0.601215 0.595392 -1 -1
50 18008.2 0.597167 0.6037 0.606821 0.610764 0.608696 0.607251 0.60199 -1 -1
51 17332.8 0.59855 0.611044 0.606594 0.605161 0.604412 0.610263 0.600073 -1 -1
52 17639.4 0.601995 0.608158 0.618496 0.615018 0.608017 0.615321 0.622371 -1 -1
53 18078.6 0.607118 0.620882 0.622356 0.615929 0.621897 0.618657 0.622812 -1 -1
54 18253.2 0.614456 0.62558 0.626859 0.629506 0.628925 0.633034 0.629711 -1 -1
55 18183.4 0.617784 0.633374 0.634591 0.631447 0.632243 0.632707 0.625489 -1 -1
56 18340.2 0.62109 0.639346 0.6376 0.637406 0.640592 0.641738 0.638761 -1 -1
57 18445.8 0.626644 0.640758 0.648198 0.639793 0.650057 0.646419 0.642969 -1 -1
58 18540.7 0.627543 0.64305 0.641112 0.640795 0.651988 0.645958 0.648685 -1 -1
59 18890.6 0.633895 0.651713 0.652105 0.657937 0.66168 0.652696 0.641934 -1 -1
60 19020.4 0.633013 0.658132 0.66114 0.655012 0.655066 0.658579 0.657596 -1 -1
61 19141.4 0.637316 0.659451 0.663476 0.666529 0.66602 0.662121 0.673124 -1 -1
62 19620.2 0.643247 0.665558 0.668975 0.666797 0.657802 0.666667 0.666555 -1 -1
63 19873.4 0.644388 0.670458 0.673565 0.673203 0.672266 0.668187 0.677945 -1 -1
64 20072.5 0.646776 0.673098 0.676426 0.678479 0.677991 0.677254 0.67725 -1 -1
65 20177.1 0.648855 0.682717 0.675608 0.675691 0.68126 0.68021 0.677514 -1 -1
66 20722.6 0.653505 0.687462 0.687352 0.683896 0.682513 0.684793 0.685744 -1 -1
67 21029.2 0.656079 0.687093 0.694288 0.691684 0.690359 0.68881 0.691003 -1 -1
68 20644.7 0.658303 0.691634 0.69427 0.694433 0.691608 0.689247 0.696767 -1 -1
69 20675.4 0.660988 0.694729 0.698091 0.69656 0.696726 0.68947 0.695851 -1 -1
70 20993.8 0.659419 0.70017 0.698787 0.699334 0.703702 0.701543 0.695503 -1 -1
71 21506.2 0.662824 0.704121 0.70258 0.705826 0.702181 0.706758 0.706556 -1 -1
72 22097.5 0.66654 0.704706 0.70406 0.702151 0.710616 0.707278 0.711869 -1 -1
73 21450.8 0.666231 0.710426 0.712295 0.710144 0.710714 0.704863 0.705335 -1 -1
74 21837.6 0.669953 0.713213 0.711915 0.710838 0.716366 0.716458 0.714311 -1 -1
75 22812.5 0.672125 0.715689 0.715011 0.713108 0.720964 0.714439 0.719937 -1 -1
76 21886.4 0.670332 0.721034 0.719428 0.720034 0.719836 0.723234 0.717373 -1 -1
77 22505.3 0.674455 0.724654 0.724631 0.718821 0.725356 0.721391 0.727458 -1 -1
78 22688.7 0.676784 0.727285 0.722353 0.72471 0.731252 0.727679 0.723067 -1 -1
79 22927.6 0.674073 0.731424 0.733712 0.732289 0.726349 0.730775 0.736869 -1 -1
80 23244.9 0.675547 0.730865 0.732194 0.729274 0.733363 0.732484 0.735215 -1 -1
81 23101.2 0.676216 0.736843 0.734269 0.733862 0.737941 0.735486 0.736938 -1 -1
82 23887 0.680011 0.738322 0.7386 0.736568 0.739535 0.736361 0.738819 -1 -1
83 23715.8 0.680904 0.746426 0.742418 0.742828 0.747085 0.743855 0.747437 -1 -1
84 23964.4 0.680222 0.744132 0.745307 0.744233 0.747386 0.744737 0.744257 -1 -1
85 24119.9 0.682971 0.747142 0.745752 0.744239 0.74972 0.747153 0.749329 -1 -1
86 24140.8 0.682476 0.74907 0.749263 0.752871 0.750327 0.753559 0.752079 -1 -1
87 24671.4 0.679969 0.750881 0.751697 0.755168 0.749963 0.755748 0.749603 -1 -1
88 24860 0.682332 0.75243 0.756152 0.754289 0.753876 0.754504 0.7547 -1 -1
89 24827.1 0.683269 0.759847 0.756478 0.758792 0.757788 0.760465 0.762105 -1 -1
90 25201 0.68523 0.759637 0.760572 0.759546 0.762605 0.76238 0.756039 -1 -1
91 25152.2 0.68421 0.763362 0.765998 0.764173 0.764317 0.762508 0.765422 -1 -1
92 25735 0.685756 0.763693 0.76505 0.762887 0.767956 0.766577 0.764988 -1 -1
93 26299.4 0.686424 0.768093 0.768128 0.764749 0.766258 0.76717 0.765269 -1 -1
94 25875.2 0.685808 0.769464 0.76809 0.772305 0.770067 0.765188 0.771141 -1 -1
95 26387.7 0.685428 0.771763 0.769053 0.774659 0.77034 0.771743 0.775073 -1 -1
96 26505.3 0.684981 0.772507 0.773599 0.773284 0.774685 0.772151 0.771891 -1 -1
97 26353.8 0.68483 0.772869 0.779236 0.777133 0.778766 0.773622 0.775523 -1 -1
98 26828.4 0.684916 0.777655 0.778343 0.777286 0.776879 0.775641 0.77875 -1 -1
99 26912 0.687162 0.778075 0.778168 0.780331 0.781698 0.778801 0.77984 -1 -1
100 27388.3 0.685454 0.780457 0.782739 0.781508 0.782368 0.780529 0.782273 -1 -1
