1 10168.7 0 0 0 0 0 0 0 -1 -1
2 10327.8 0.0227723 0 0 0 0 0 0 -1 -1
3 10320.9 0.0430669 0.0606061 0 0 0 0 0 -1 -1
4 10871.8 0.0600715 0.047619 0 0 0 0 0 -1 -1
5 10552.4 0.072671 0.0771277 0.0689655 0.5 0 0 0 -1 -1
6 10968.8 0.0917897 0.0986159 0.0526316 0 0 0 0 -1 -1
7 11034.5 0.109275 0.11 0.0681818 0.333333 0 0 0 -1 -1
8 11187.3 0.137103 0.139494 0.132075 0.142857 0.333333 0 0 -1 -1
9 11503.3 0.142827 0.155768 0.160377 0.323529 0.0909091 1 0 -1 -1
10 11253.5 0.157611 0.154645 0.177866 0.133333 0.333333 0 0 -1 -1
11 11546.4 0.177626 0.190757 0.193299 0.08 0.166667 0 0 -1 -1
12 11846.9 0.200884 0.227291 0.216263 0.24 0.233333 0 0 -1 -1
13 11507.1 0.216684 0.229002 0.229042 0.156863 0.0833333 0 0 -1 -1
14 12219.1 0.235909 0.229402 0.226322 0.23913 0.204545 0.333333 0.333333 -1 -1
15 11994.5 0.25145 0.259006 0.262488 0.291045 0.371795 0.310345 0.222222 -1 -1
16 12333.5 0.267801 0.270788 0.270314 0.291667 0.244898 0.291667 0.428571 -1 -1
17 12116.7 0.279309 0.287361 0.299085 0.268235 0.245614 0.321429 0.444444 -1 -1
18 12374 0.288654 0.288535 0.310717 0.293878 0.368056 0.245283 0.230769 -1 -1
19 12475 0.301349 0.318845 0.33871 0.28725 0.379679 0.28169 0.2 -1 -1
20 13275.4 0.318598 0.334649 0.316056 0.344 0.341085 0.375 0.272727 -1 -1
21 12968.2 0.333452 0.328179 0.338343 0.34934 0.357388 0.326923 0.323529 -1 -1
22 13105.9 0.346149 0.353925 0.371852 0.35436 0.356021 0.426471 0.465517 -1 -1
23 12996.8 0.350481 0.355409 0.374461 0.387411 0.375286 0.365854 0.333333 -1 -1
24 13380.5 0.372194 0.372213 0.376775 0.385079 0.379648 0.376289 0.315068 -1 -1
25 13078.2 0.379221 0.390078 0.371729 0.404696 0.387372 0.422907 0.34375 -1 -1
26 13236.4 0.392248 0.393965 0.397359 0.4 0.410876 0.378676 0.417476 -1 -1
27 13596.2 0.406407 0.406448 0.406441 0.431383 0.402161 0.40597 0.507353 -1 -1
28 13764 0.418085 0.414511 0.426439 0.419281 0.427332 0.461929 0.384615 -1 -1
29 13788.4 0.425853 0.428014 0.427217 0.440117 0.409134 0.430233 0.427027 -1 -1
30 13829.5 0.433425 0.438012 0.436658 0.447145 0.436097 0.471287 0.453782 -1 -1
31 13851.7 0.452727 0.45697 0.453793 0.452041 0.451542 0.474797 0.486301 -1 -1
32 14298.9 0.462471 0.463502 0.464286 0.459307 0.44423 0.458636 0.484177 -1 -1
33 14396.9 0.469269 0.47019 0.463165 0.454775 0.46798 0.461133 0.485714 -1 -1
